,Chromosome,Start,End,Strand,TCGA.K4.A5RI.11A.11R.A28M.07,TCGA.K4.A54R.11A.11R.A26T.07,TCGA.K4.A3WV.11A.21R.A22U.07,TCGA.GC.A3BM.11A.11R.A22U.07,TCGA.GC.A3WC.11A.11R.A22U.07,TCGA.GD.A3OP.11A.11R.A220.07,TCGA.GD.A3OQ.11A.21R.A220.07,TCGA.BT.A20R.11A.11R.A16R.07,TCGA.GD.A2C5.11A.11R.A180.07,TCGA.BT.A2LA.11A.11R.A18C.07,TCGA.BT.A2LB.11A.11R.A18C.07,TCGA.BL.A13J.11A.13R.A10U.07,TCGA.BT.A20W.11A.11R.A14Y.07,TCGA.BT.A20U.11A.11R.A14Y.07,TCGA.BT.A20Q.11A.11R.A14Y.07,TCGA.BT.A20N.11A.11R.A14Y.07,TCGA.CU.A0YR.11A.13R.A10U.07,TCGA.CU.A0YN.11A.11R.A10U.07,TCGA.GC.A6I3.11A.11R.A31N.07
7136,chr15,41756968,41763547,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7137,chr15,41756968,41769713,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7138,chr15,41961025,41962156,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7139,chr15,41961025,41991357,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7140,chr15,41961025,42005694,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7141,chr15,41988272,41989221,+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7142,chr15,41988272,41991357,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7143,chr15,41988272,42000406,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7144,chr15,41988272,42005694,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7145,chr15,41999925,42005694,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,chr15,42040834,42042813,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7147,chr15,42119724,42119834,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,chr15,42129572,42129712,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7149,chr15,42133769,42133952,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,chr15,42134789,42134863,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7151,chr15,42134789,42135279,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7152,chr15,42134789,42135850,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7153,chr15,42150799,42151178,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154,chr15,42289480,42291721,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155,chr1,54252830,54254869,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7156,chr15,42529629,42531929,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7157,chr15,42553155,42560230,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7158,chr15,42579888,42603044,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,chr1,54266365,54269682,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7160,chr1,54266365,54298264,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7161,chr1,54269600,54293846,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7162,chr15,42807434,42807552,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7163,chr15,42820459,42822017,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164,chr1,54284643,54293846,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7165,chr15,42851536,42856055,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166,chr1,54291470,54298264,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167,chr15,43067332,43109295,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7168,chr15,43120125,43132631,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7169,chr15,43242459,43258484,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7170,chr15,43250210,43252899,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7171,chr15,43307885,43317627,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7172,chr15,43313472,43317627,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7173,chr15,43441226,43441349,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7174,chr15,43627142,43628024,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7175,chr15,43672281,43675702,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7176,chr15,43708645,43712502,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7177,chr15,43712527,43712815,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7178,chr15,43733723,43762264,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,chr15,43748089,43762264,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7180,chr1,54389576,54405770,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7181,chr15,44048846,44055404,+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7182,chr15,44053729,44055238,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7183,chr15,44057647,44059108,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7184,chr15,44061715,44062778,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7185,chr15,44084551,44085281,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,chr15,44085281,44085388,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7187,chr15,44085281,44085879,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7188,chr15,44085281,44085883,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,chr15,44106698,44107272,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7190,chr15,44581102,44581207,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7191,chr15,44615162,44630515,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,chr15,44620882,44630515,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7193,chr15,44624185,44630515,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7194,chr15,44671887,44673174,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7195,chr15,44843073,44843720,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7196,chr15,44853940,44854066,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,chr15,44853940,44854067,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7198,chr15,44853940,44854070,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7199,chr15,44853940,44854072,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,chr15,44853940,44854073,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7201,chr15,44853940,44854074,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7202,chr15,44853940,44854076,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7203,chr15,44865046,44865744,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7204,chr15,44876202,44876362,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,chr15,44876224,44876362,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7206,chr15,44876230,44876362,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7207,chr15,44877833,44889141,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,chr15,44884528,44891034,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7209,chr15,44898222,44903183,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7210,chr15,44907560,44912601,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,chr15,44907560,44952814,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7212,chr15,44925702,44944464,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,chr15,44941063,44944464,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214,chr15,44941063,44952814,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,chr15,45003710,45007899,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7216,chr15,45007620,45007899,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7217,chr15,45007697,45007899,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7218,chr15,45007697,45008554,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7219,chr15,45007743,45008554,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7220,chr15,45007757,45007838,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7221,chr15,45007839,45008554,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7222,chr15,45009902,45009977,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7223,chr15,45009902,45009985,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7224,chr15,45009902,45009989,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7225,chr15,45009902,45010000,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7226,chr15,45009902,45010002,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7227,chr15,45009902,45010005,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7228,chr15,45009902,45010006,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7229,chr15,45009902,45010008,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7230,chr15,45009902,45010009,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7231,chr15,45009902,45010010,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7232,chr15,45009902,45010011,+,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7233,chr15,45009902,45010012,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7234,chr15,45009902,45010013,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7235,chr15,45009902,45010015,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7236,chr15,45009902,45010016,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7237,chr15,45009902,45010017,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7238,chr15,45009902,45010018,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7239,chr15,45009902,45010019,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7240,chr15,45009902,45010020,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7241,chr15,45009902,45010021,+,27,0,1,0,0,1,0,0,2,0,3,0,5,2,0,0,4,0,0
7242,chr15,45009902,45010022,+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243,chr15,45009902,45010023,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,chr15,45009902,45010024,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7245,chr15,45009902,45010026,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246,chr15,45009902,45010027,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7247,chr15,45009902,45010028,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248,chr15,45009902,45010029,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7249,chr15,45009902,45010030,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7250,chr15,45009902,45010031,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7251,chr15,45009902,45010032,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7252,chr15,45009902,45010033,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7253,chr15,45009902,45010034,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,chr15,45009902,45010035,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7255,chr15,45009902,45010036,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7256,chr15,45009902,45010037,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7257,chr15,45009902,45010038,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7258,chr15,45009902,45010039,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7259,chr15,45009902,45010040,+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7260,chr15,45009902,45010041,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,chr15,45009902,45010042,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7262,chr15,45009902,45010043,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7263,chr15,45009902,45010044,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,chr15,45009902,45010045,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7265,chr15,45009902,45010046,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7266,chr15,45009902,45010048,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7267,chr15,45009902,45010054,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,chr15,45009902,45010055,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7269,chr15,45009902,45010056,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7270,chr15,45009902,45010057,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7271,chr15,45009902,45010058,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7272,chr15,45009902,45010059,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7273,chr15,45009902,45010060,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7274,chr15,45009902,45010061,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7275,chr15,45009902,45010062,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7276,chr15,45009902,45010063,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7277,chr15,45009902,45010064,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7278,chr15,45009902,45010065,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7279,chr15,45009902,45010066,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7280,chr15,45009902,45010067,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7281,chr15,45009902,45010068,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7282,chr15,45009902,45010069,+,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7283,chr15,45009902,45010070,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7284,chr15,45009902,45010071,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7285,chr15,45009902,45010072,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7286,chr15,45009902,45010073,+,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7287,chr15,45009902,45010074,+,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7288,chr15,45009902,45010075,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7289,chr15,45009902,45010076,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7290,chr15,45009902,45010077,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7291,chr15,45009902,45010099,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7292,chr15,45009902,45010102,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7293,chr15,45009902,45010132,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7294,chr15,45009902,45010133,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7295,chr15,45009902,45010145,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7296,chr15,45009902,45010208,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7297,chr15,45009902,45010315,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7298,chr15,45021547,45021665,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7299,chr1,54502282,54509198,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300,chr1,54506428,54509198,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7301,chr15,45139595,45142585,-,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7302,chr1,54518919,54519028,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7303,chr1,54518921,54519028,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7304,chr15,45393499,45393990,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7305,chr15,45393990,45394187,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7306,chr15,45408456,45408597,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7307,chr15,45410028,45410101,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7308,chr15,45428823,45430102,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7309,chr15,45444714,45445554,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7310,chr15,45445677,45445867,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7311,chr15,45453034,45454575,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7312,chr1,54562517,54562655,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7313,chr15,45962125,45968508,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7314,chr15,45965804,45968508,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7315,chr1,54665914,54666122,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7316,chr1,54694175,54694420,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7317,chr15,48060812,48060929,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7318,chr15,48623673,48623759,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7319,chr15,48623676,48623807,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7320,chr15,48623676,48624392,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7321,chr15,48633485,48634249,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7322,chr15,48726790,48726910,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7323,chr15,48902924,48905289,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7324,chr15,49170469,49170559,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7325,chr15,49170469,49170665,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7326,chr15,49170469,49170698,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7327,chr15,49319561,49320879,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7328,chr15,49319561,49329966,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7329,chr15,49517401,49584734,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7330,chr15,49528047,49531564,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7331,chr15,50303041,50339661,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7332,chr15,50648129,50648270,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7333,chr15,50741596,50751359,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7334,chr15,50741596,50754519,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7335,chr15,50773677,50776558,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7336,chr15,50821993,50831048,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7337,chr15,50862083,50868116,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7338,chr15,50866470,50867986,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7339,chr15,50866470,50870861,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7340,chr15,50870835,50878685,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7341,chr15,50875285,50878685,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7342,chr15,50875285,50884823,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7343,chr15,50929618,50935750,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7344,chr15,50940883,50955243,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7345,chr15,51017417,51018574,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7346,chr15,51031876,51041067,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7347,chr15,51204274,51207768,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7348,chr15,51204274,51223168,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7349,chr15,51204274,51226894,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7350,chr15,51207644,51223168,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7351,chr15,51240216,51250991,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7352,chr15,51250688,51260574,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7353,chr15,51573464,51574358,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7354,chr15,51676089,51676210,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7355,chr15,51743841,51745838,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7356,chr15,51748262,51757073,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7357,chr15,51755575,51757073,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7358,chr15,51799330,51839605,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7359,chr15,51830409,51837963,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7360,chr15,52155007,52188723,+,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7361,chr15,52201059,52203209,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7362,chr15,52203349,52203469,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7363,chr15,52497371,52498012,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7364,chr15,52861169,52861308,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7365,chr15,52876941,52970319,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7366,chr15,52885774,52885933,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7367,chr15,52892323,52906054,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7368,chr15,52897329,52906054,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7369,chr1,55317598,55317875,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7370,chr1,55317599,55317875,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7371,chr1,55317601,55317875,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7372,chr1,55317604,55317875,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7373,chr1,55340765,55341720,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7374,chr15,54304844,54308083,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7375,chr15,54304844,54630687,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7376,chr15,54435816,54630687,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7377,chr15,54527227,54542642,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7378,chr15,54527227,54630687,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7379,chr15,54586092,54592571,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7380,chr15,54614136,54630687,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
